Date,High,Low,Open,Close,Volume,Adj Close,maShort,maMedium,maLong,maDiffMediumLong,maDiffMediumLongChange,maDiffShortMedium,maDiffShortMediumChange,entryTrigger,exitTrigger,equity
2018-01-17,11678.0,9402.2900390625,11431.099609375,11188.599609375,18830600192.0,11188.599609375,13675.6298828125,14543.683268229166,14543.683268229166,0.0,0.0,-868.0533854166661,-331.5421377144594,0.0,-1000.0,1000.0
2018-01-18,12107.2998046875,10942.5,11198.7998046875,11474.900390625,15020399616.0,11474.900390625,13306.1099609375,14382.16837993421,14382.16837993421,0.0,0.0,-1076.0584189967103,-208.00503358004426,0.0,-1000.0,1000.0
2018-01-19,11992.7998046875,11172.099609375,11429.7998046875,11607.400390625,10740400128.0,11607.400390625,13007.3099609375,14243.42998046875,14243.42998046875,0.0,0.0,-1236.1200195312504,-160.06160053454005,0.0,-1000.0,1000.0
2018-01-20,13103.0,11656.2001953125,11656.2001953125,12899.2001953125,11801700352.0,12899.2001953125,12799.9,14179.419038318452,14179.419038318452,0.0,0.0,-1379.5190383184527,-143.3990187872023,0.0,-0.0,1000.0
2018-01-21,12895.900390625,11288.2001953125,12889.2001953125,11600.099609375,9935179776.0,11600.099609375,12619.32998046875,14062.17724609375,14062.17724609375,0.0,0.0,-1442.8472656249996,-63.32822730654698,0.0,-1000.0,1000.0
2018-01-22,11966.400390625,10240.2001953125,11633.099609375,10931.400390625,10537400320.0,10931.400390625,12314.41005859375,13926.056513247282,13926.056513247282,0.0,0.0,-1611.6464546535317,-168.79918902853206,0.0,-1000.0,1000.0
2018-01-23,11377.599609375,10129.7001953125,10944.5,10868.400390625,9660609536.0,10868.400390625,11965.230078125,13798.654174804688,13798.654174804688,0.0,0.0,-1833.4240966796879,-221.77764202615617,0.0,-1000.0,1000.0
2018-01-24,11501.400390625,10639.7998046875,10903.400390625,11359.400390625,9940989952.0,11359.400390625,11723.9701171875,13701.0840234375,13701.0840234375,0.0,0.0,-1977.1139062499988,-143.6898095703109,0.0,-1000.0,1000.0
2018-01-25,11785.7001953125,11057.400390625,11421.7001953125,11259.400390625,8873169920.0,11259.400390625,11467.93017578125,13607.173114483174,13607.173114483174,0.0,0.0,-2139.242938701924,-162.129032451925,0.0,-1000.0,1000.0
2018-01-26,11656.7001953125,10470.2998046875,11256.0,11171.400390625,9746199552.0,11171.400390625,11436.02021484375,13516.959309895834,13516.959309895834,0.0,0.0,-2080.9390950520847,58.30384364983911,0.0,-1000.0,1000.0
2018-01-27,11614.900390625,10989.2001953125,11174.900390625,11440.7001953125,7583269888.0,11440.7001953125,11461.2302734375,13442.807198660714,13442.807198660714,0.0,0.0,-1981.576925223213,99.36216982887163,0.0,-1000.0,1000.0
2018-01-28,12040.2998046875,11475.2998046875,11475.2998046875,11786.2998046875,8350360064.0,11786.2998046875,11492.37021484375,13385.686254040947,13385.686254040947,0.0,0.0,-1893.3160391971978,88.26088602601521,0.0,-0.0,1000.0
2018-01-29,11875.599609375,11179.2001953125,11755.5,11296.400390625,7107359744.0,11296.400390625,11461.27021484375,13316.043391927084,13316.043391927084,0.0,0.0,-1854.7731770833343,38.54286211386352,0.0,-1000.0,1000.0
2018-01-30,11307.2001953125,10036.2001953125,11306.7998046875,10106.2998046875,8637859840.0,10106.2998046875,11181.98017578125,13212.503276209678,13212.503276209678,0.0,0.0,-2030.5231004284287,-175.74992334509443,0.0,-1000.0,1000.0
2018-01-31,10381.599609375,9777.419921875,10108.2001953125,10221.099609375,8041160192.0,10221.099609375,11044.08017578125,13119.021911621094,13119.021911621094,0.0,0.0,-2074.941735839844,-44.41863541141538,0.0,-1000.0,1000.0
2018-02-01,10288.7998046875,8812.2802734375,10237.2998046875,9170.5400390625,9959400448.0,9170.5400390625,10867.994140625,12999.370945785984,12999.370945785984,0.0,0.0,-2131.376805160984,-56.43506932113996,0.0,-1000.0,1000.0
2018-02-02,9142.2802734375,7796.490234375,9142.2802734375,8830.75,12726899712.0,8830.75,10664.2291015625,12876.764447380514,12876.764447380514,0.0,0.0,-2212.5353458180143,-81.15854065703024,0.0,-1000.0,1000.0
2018-02-03,9430.75,8251.6298828125,8852.1201171875,9174.91015625,7263790080.0,9174.91015625,10445.780078125,12770.997181919643,12770.997181919643,0.0,0.0,-2325.2171037946428,-112.68175797662843,0.0,-1000.0,1000.0
2018-02-04,9334.8701171875,8031.22021484375,9175.7001953125,8277.009765625,7073549824.0,8277.009765625,10147.541015625,12646.16419813368,12646.16419813368,0.0,0.0,-2498.6231825086797,-173.406078714037,0.0,-1000.0,1000.0
2018-02-05,8364.83984375,6756.68017578125,8270.5400390625,6955.27001953125,9285289984.0,6955.27001953125,9725.927978515625,12492.356247360642,12492.356247360642,0.0,0.0,-2766.4282688450166,-267.8050863363369,0.0,-1000.0,1000.0
2018-02-06,7850.7001953125,6048.259765625,7051.75,7754.0,13999800320.0,7754.0,9357.257958984375,12367.662661903783,12367.662661903783,0.0,0.0,-3010.404702919408,-243.97643407439136,0.0,-1000.0,1000.0
2018-02-07,8509.1103515625,7236.7900390625,7755.490234375,7621.2998046875,9169280000.0,7621.2998046875,8940.757958984375,12245.961050180289,12245.961050180289,0.0,0.0,-3305.2030911959137,-294.79838827650565,0.0,-1000.0,1000.0
2018-02-08,8558.76953125,7637.85986328125,7637.85986328125,8265.58984375,9346750464.0,8265.58984375,8637.676904296875,12146.451770019532,12146.451770019532,0.0,0.0,-3508.7748657226566,-203.57177452674296,0.0,-1000.0,1000.0
2018-02-09,8736.98046875,7884.7099609375,8271.83984375,8736.98046875,6784820224.0,8736.98046875,8500.744970703125,12063.293933403202,12063.293933403202,0.0,0.0,-3562.548962700077,-53.77409697742041,0.0,-0.0,1000.0
2018-02-10,9122.5498046875,8295.4697265625,8720.080078125,8621.900390625,7780960256.0,8621.900390625,8340.825048828125,11981.355991908482,11981.355991908482,0.0,0.0,-3640.5309430803572,-77.98198038028022,0.0,-0.0,1000.0
2018-02-11,8616.1298828125,7931.10009765625,8616.1298828125,8129.97021484375,6122189824.0,8129.97021484375,8236.76806640625,11891.788880813954,11891.788880813954,0.0,0.0,-3655.020814407704,-14.489871327346918,0.0,-1000.0,1000.0
2018-02-12,8985.919921875,8141.43017578125,8141.43017578125,8926.5703125,6256439808.0,8926.5703125,8246.35009765625,11824.39754971591,11824.39754971591,0.0,0.0,-3578.04745205966,76.97336234804425,0.0,-0.0,1000.0
2018-02-13,8958.4697265625,8455.41015625,8926.7197265625,8598.3095703125,5696719872.0,8598.3095703125,8188.6900390625,11752.706705729166,11752.706705729166,0.0,0.0,-3564.0166666666664,14.030785392993494,0.0,-0.0,1000.0
2018-02-14,9518.5400390625,8599.919921875,8599.919921875,9494.6298828125,7909819904.0,9494.6298828125,8310.45205078125,11703.618079144022,11703.618079144022,0.0,0.0,-3393.1660283627716,170.8506383038948,0.0,-0.0,1000.0
2018-02-15,10234.7998046875,9395.580078125,9488.3203125,10166.400390625,9062540288.0,10166.400390625,8631.565087890625,11670.91131981383,11670.91131981383,0.0,0.0,-3039.346231923204,353.81979643956765,0.0,-0.0,1000.0
2018-02-16,10324.099609375,9824.8203125,10135.7001953125,10233.900390625,7296159744.0,10233.900390625,8879.555126953124,11640.973592122396,11640.973592122396,0.0,0.0,-2761.418465169272,277.9277667539318,0.0,-0.0,1000.0
2018-02-17,11139.5,10149.400390625,10207.5,11112.7001953125,8660880384.0,11112.7001953125,9228.695166015625,11630.192502391581,11630.192502391581,0.0,0.0,-2401.4973363759564,359.9211287933158,0.0,-0.0,1000.0
2018-02-18,11349.7998046875,10326.0,11123.400390625,10551.7998046875,8744009728.0,10551.7998046875,9457.316162109375,11608.6246484375,11608.6246484375,0.0,0.0,-2151.3084863281256,250.18885004783078,0.0,-0.0,1000.0
2018-02-19,11273.7998046875,10513.2001953125,10552.599609375,11225.2998046875,7652089856.0,11225.2998046875,9706.148095703125,11550.00263671875,11601.108475030638,-51.105838311888874,-51.105838311888874,-1843.854541015624,307.4539453125017,0.0,-0.0,1000.0
2018-02-20,11958.5,11231.7998046875,11231.7998046875,11403.7001953125,9926540288.0,11403.7001953125,9984.328076171874,11504.93263671875,11597.312161959135,-92.37952524038519,-41.27368692849632,-1520.6045605468753,323.2499804687486,0.0,-0.0,1000.0
2018-02-21,11418.5,10479.099609375,11372.2001953125,10690.400390625,9405339648.0,10690.400390625,10240.37109375,11419.09865234375,11580.200619103774,-161.10196676002488,-68.72244151963969,-1178.7275585937496,341.8770019531257,0.0,-0.0,1000.0
2018-02-22,11039.099609375,9939.08984375,10660.400390625,10005.0,8040079872.0,10005.0,10348.2140625,11315.17865234375,11551.030237268518,-235.85158492476876,-74.74961816474388,-966.9645898437502,211.76296874999935,0.0,-1000.0,1000.0
2018-02-23,10487.2998046875,9734.5595703125,9937.0703125,10301.099609375,7739500032.0,10301.099609375,10518.49306640625,11209.216640625,11528.304225852273,-319.08758522727294,-83.23600030250418,-690.7235742187495,276.2410156250007,0.0,-1000.0,1000.0
2018-02-24,10597.2001953125,9546.9697265625,10287.7001953125,9813.0703125,6917929984.0,9813.0703125,10550.337109375,11056.888046875,11497.675048828125,-440.7870019531256,-121.69941672585264,-506.55093750000015,184.17263671874935,0.0,-1000.0,1000.0
2018-02-25,9923.2197265625,9407.0595703125,9796.419921875,9664.73046875,5706939904.0,9664.73046875,10500.1701171875,10899.64265625,11465.518126370614,-565.8754701206144,-125.08846816748883,-399.4725390625008,107.07839843749935,0.0,-1000.0,1000.0
2018-02-26,10475.0,9501.73046875,9669.4296875,10366.7001953125,7287690240.0,10366.7001953125,10513.45009765625,10777.42466796875,11446.572989628232,-669.1483216594825,-103.27285153886805,-263.97457031249905,135.49796875000175,0.0,-1000.0,1000.0
2018-02-27,10878.5,10246.099609375,10393.900390625,10725.599609375,6966179840.0,10725.599609375,10474.7400390625,10688.53466796875,11434.35310182733,-745.8184338585797,-76.67011219909728,-213.79462890624927,50.17994140624978,0.0,-0.0,1000.0
2018-02-28,11089.7998046875,10393.099609375,10687.2001953125,10397.900390625,6936189952.0,10397.900390625,10459.35009765625,10604.58466796875,11417.078889973958,-812.4942220052089,-66.6757881466292,-145.23457031249927,68.56005859375,0.0,-1000.0,1000.0
2018-03-01,11052.2998046875,10352.7001953125,10385.0,10951.0,7317279744.0,10951.0,10431.9201171875,10524.138671875,11409.438252433401,-885.2995805584014,-72.80535855319249,-92.21855468750073,53.016015624998545,0.0,-0.0,1000.0
2018-03-02,11189.0,10850.099609375,10977.400390625,11086.400390625,7620590080.0,11086.400390625,10400.19013671875,10477.75068359375,11404.227964339718,-926.4772807459685,-41.1777001875671,-77.560546875,14.658007812500728,0.0,-0.0,1000.0
2018-03-03,11528.2001953125,11002.400390625,11101.900390625,11489.7001953125,6690570240.0,11489.7001953125,10480.1201171875,10427.9326953125,11405.58466641865,-977.6519711061501,-51.17469036018156,52.18742187499993,129.74796874999993,0.0,-0.0,1000.0
2018-03-04,11512.599609375,11136.099609375,11497.400390625,11512.599609375,6084149760.0,11512.599609375,10630.880078125,10370.98068359375,11407.256774902344,-1036.276091308593,-58.62412020244301,259.8993945312486,207.7119726562487,0.0,-0.0,1000.0
2018-03-05,11704.099609375,11443.900390625,11532.400390625,11573.2998046875,6468539904.0,11573.2998046875,10758.10009765625,10327.0066796875,11409.811283052884,-1082.8046033653845,-46.52851205679144,431.09341796875015,171.19402343750153,0.0,-0.0,1000.0
2018-03-06,11500.099609375,10694.2998046875,11500.099609375,10779.900390625,6832169984.0,10779.900390625,10854.78310546875,10266.20869140625,11400.26717862216,-1134.0584872159106,-51.25388385052611,588.5744140625011,157.48099609375095,0.0,-1000.0,1000.0
2018-03-07,10929.5,9692.1201171875,10803.900390625,9965.5703125,8797910016.0,9965.5703125,10884.86708984375,10235.71009765625,11378.853792560634,-1143.1436949043837,-9.08520768847302,649.1569921874998,60.58257812499869,0.0,-1000.0,1000.0
2018-03-08,10147.400390625,9335.8701171875,9951.4404296875,9395.009765625,7186089984.0,9395.009765625,10787.698046875,10199.83830078125,11349.679615693934,-1149.8413149126845,-6.6976200083008735,587.8597460937508,-61.29724609374898,0.0,-1000.0,1000.0
2018-03-09,9466.349609375,8513.0302734375,9414.6904296875,9337.5498046875,8704190464.0,9337.5498046875,10648.89306640625,10157.0912890625,11320.518314085144,-1163.4270250226436,-13.585710109959109,491.80177734374956,-96.05796875000124,0.0,-1000.0,1000.0
2018-03-10,9531.3203125,8828.4697265625,9350.58984375,8866.0,5386319872.0,8866.0,10495.70302734375,10102.26328125,11285.453766741071,-1183.1904854910717,-19.763460468428093,393.4397460937507,-98.36203124999884,0.0,-1000.0,1000.0
2018-03-11,9711.8896484375,8607.1201171875,8852.7802734375,9578.6298828125,6296370176.0,9578.6298828125,10358.466015625,10035.851875,11261.413993727992,-1225.5621187279921,-42.37163323692039,322.614140624999,-70.82560546875175,0.0,-1000.0,1000.0
2018-03-12,9937.5,8956.4296875,9602.9296875,9205.1201171875,6457399808.0,9205.1201171875,10170.33798828125,9987.95228515625,11232.85435655382,-1244.9020713975697,-19.339952669577542,182.38570312499905,-140.22843749999993,0.0,-1000.0,1000.0
2018-03-13,9470.3798828125,8958.1904296875,9173.0400390625,9194.849609375,5991139840.0,9194.849609375,9940.8529296875,9953.22126953125,11204.936483304795,-1251.7152137735447,-6.813142375975076,-12.368339843749709,-194.75404296874876,0.0,-1000.0,1000.0
2018-03-14,9355.849609375,8068.58984375,9214.650390625,8269.8095703125,6438230016.0,8269.8095703125,9616.57392578125,9901.249453125,11165.272606102197,-1264.0231529771972,-12.307939203652495,-284.6755273437502,-272.3071875000005,0.0,-1000.0,1000.0
2018-03-15,8428.349609375,7783.0498046875,8290.759765625,8300.8603515625,6834429952.0,8300.8603515625,9289.32998046875,9840.07865234375,11127.080442708333,-1287.001790364584,-22.978637387386698,-550.7486718749988,-266.07314453124854,0.0,-1000.0,1000.0
2018-03-16,8585.150390625,8005.31005859375,8322.91015625,8338.349609375,5289379840.0,8338.349609375,9045.17490234375,9781.65763671875,11090.386615953947,-1308.7289792351967,-21.727188870612736,-736.4827343750003,-185.73406250000153,0.0,-1000.0,1000.0
2018-03-17,8346.5302734375,7812.81982421875,8321.91015625,7916.8798828125,4426149888.0,7916.8798828125,8840.305859375,9716.5672265625,11049.172242796267,-1332.605016233767,-23.87603699857027,-876.2613671875006,-139.7786328125003,0.0,-1000.0,1000.0
2018-03-18,8245.509765625,7397.990234375,7890.52001953125,8223.6796875,6639190016.0,8223.6796875,8723.1728515625,9652.22681640625,11012.947979266826,-1360.7211628605764,-28.116146626809496,-929.0539648437498,-52.7925976562492,0.0,-1000.0,1000.0
2018-03-19,8675.8701171875,8182.39990234375,8344.1201171875,8630.650390625,6729110016.0,8630.650390625,8652.48291015625,9589.113828125,10982.792313587817,-1393.6784854628168,-32.95732260224031,-936.6309179687505,-7.576953125000728,0.0,-1000.0,1000.0
2018-03-20,9051.01953125,8389.8896484375,8619.669921875,8913.4697265625,6361789952.0,8913.4697265625,8657.2298828125,9541.45521484375,10956.92578125,-1415.4705664062494,-21.792080943432666,-884.2253320312502,52.40558593750029,0.0,-0.0,1000.0
2018-03-21,9177.3701171875,8846.330078125,8937.48046875,8929.2802734375,6043129856.0,8929.2802734375,8592.294921875,9517.91482421875,10931.893120659723,-1413.9782964409733,1.4922699652761366,-925.6199023437493,-41.39457031249913,0.0,-0.0,1000.0
2018-03-22,9100.7099609375,8564.900390625,8939.4404296875,8728.4697265625,5530390016.0,8728.4697265625,8544.6298828125,9488.0622265625,10905.022103658537,-1416.9598770960365,-2.981580655063226,-943.4323437500007,-17.81244140625131,0.0,-0.0,1000.0
2018-03-23,8879.6201171875,8360.6201171875,8736.25,8879.6201171875,5954120192.0,8879.6201171875,8513.10693359375,9482.243828125,10880.619670086597,-1398.375841961597,18.584035134439546,-969.1368945312497,-25.704550781249054,0.0,-0.0,1000.0
2018-03-24,8996.1796875,8665.7001953125,8901.9501953125,8668.1201171875,5664600064.0,8668.1201171875,8552.93798828125,9478.99123046875,10854.28038969494,-1375.2891592261913,23.086682735405702,-926.0532421874996,43.083652343750146,0.0,-0.0,1000.0
2018-03-25,8682.009765625,8449.099609375,8612.8095703125,8495.7802734375,4569880064.0,8495.7802734375,8572.42998046875,9465.4086328125,10826.533329503676,-1361.1246966911767,14.164462535014536,-892.9786523437488,33.0745898437508,0.0,-1000.0,1000.0
2018-03-25,8530.080078125,7921.43017578125,8498.4697265625,8209.400390625,5921039872.0,8209.400390625,8559.53505859375,9464.0564453125,10796.101551144622,-1332.0451058321214,29.079590859055315,-904.5213867187504,-11.5427343750016,0.0,-1000.0,1000.0
2018-03-26,8232.7802734375,7797.27978515625,8200.0,7833.0400390625,5378250240.0,7833.0400390625,8551.15107421875,9481.611845703124,10762.043372844828,-1280.4315271417036,51.61357869041785,-930.4607714843751,-25.93938476562471,0.0,-1000.0,1000.0
2018-03-27,8122.89013671875,7809.169921875,7836.830078125,7954.47998046875,4935289856.0,7954.47998046875,8524.231103515625,9485.6214453125,10730.13924338601,-1244.5177980735098,35.91372906819379,-961.390341796874,-30.92957031249898,0.0,-1000.0,1000.0
2018-03-28,7994.330078125,7081.3798828125,7979.06982421875,7165.7001953125,6361229824.0,7165.7001953125,8377.736083984375,9476.509453125,10690.089366441362,-1213.5799133163619,30.937884757147913,-1098.7733691406247,-137.38302734375065,0.0,-1000.0,1000.0
2018-03-29,7276.66015625,6683.93017578125,7171.4501953125,6890.52001953125,6289509888.0,6890.52001953125,8175.44111328125,9449.008056640625,10647.871929253472,-1198.8638726128465,14.716040703515318,-1273.5669433593748,-174.7935742187501,0.0,-1000.0,1000.0
2018-03-30,7207.85009765625,6863.52001953125,6892.47998046875,6973.52978515625,4553269760.0,6973.52978515625,7979.866064453125,9413.73904296875,10607.494543054601,-1193.755500085852,5.108372526994572,-1433.8729785156247,-160.3060351562499,0.0,-1000.0,1000.0
2018-03-31,7060.9501953125,6526.8701171875,7003.06005859375,6844.22998046875,4532100096.0,6844.22998046875,7791.44208984375,9378.185634765625,10566.589493461277,-1188.4038586956522,5.351641390199802,-1586.7435449218747,-152.87056640624996,0.0,-1000.0,1000.0
2018-04-01,7135.47021484375,6816.580078125,6844.85986328125,7083.7998046875,4333440000.0,7083.7998046875,7611.86005859375,9357.2622265625,10529.140141969086,-1171.877915406587,16.525943289065253,-1745.4021679687494,-158.6586230468747,0.0,-1000.0,1000.0
2018-04-02,7530.93994140625,7072.490234375,7102.259765625,7456.10986328125,5499700224.0,7456.10986328125,7490.659033203125,9327.853017578125,10496.448330493684,-1168.5953129155587,3.2826024910282285,-1837.1939843750006,-91.7918164062512,0.0,-1000.0,1000.0
2018-04-03,7469.8798828125,6803.8798828125,7456.41015625,6853.83984375,4936000000.0,6853.83984375,7326.464990234375,9292.963623046875,10458.105083264803,-1165.1414602179284,3.453852697630282,-1966.4986328124996,-129.30464843749905,0.0,-1000.0,1000.0
2018-04-04,6933.81982421875,6644.7998046875,6848.64990234375,6811.47021484375,5639320064.0,6811.47021484375,7186.67197265625,9239.3004296875,10420.119303385416,-1180.8188736979155,-15.67741347998708,-2052.628457031251,-86.12982421875131,0.0,-1000.0,1000.0
2018-04-05,6857.490234375,6575.0,6815.9599609375,6636.31982421875,3766810112.0,6636.31982421875,7066.999951171875,9168.698818359375,10381.111061332153,-1212.4122429727777,-31.593369274862198,-2101.6988671874997,-49.07041015624873,0.0,-1000.0,1000.0
2018-04-06,7050.5400390625,6630.509765625,6630.509765625,6911.08984375,3976610048.0,6911.08984375,6962.6609375,9102.242607421875,10345.702681560906,-1243.4600741390313,-31.047831166253673,-2139.581669921875,-37.88280273437522,0.0,-1000.0,1000.0
2018-04-07,7111.56005859375,6919.97998046875,6919.97998046875,7023.52001953125,3652499968.0,7023.52001953125,6948.442919921875,9020.45900390625,10312.145280934343,-1291.6862770280932,-48.226202889061824,-2072.0160839843747,67.56558593750015,0.0,-0.0,1000.0
2018-04-08,7178.10986328125,6661.990234375,7044.31982421875,6770.72998046875,4894060032.0,6770.72998046875,6936.463916015625,8944.837607421876,10276.731127929688,-1331.8935205078124,-40.20724347971918,-2008.373691406251,63.64239257812369,0.0,-1000.0,1000.0
2018-04-09,6872.41015625,6704.14990234375,6795.43994140625,6834.759765625,4272750080.0,6834.759765625,6922.5869140625,8857.026806640624,10242.652203550433,-1385.6253969098088,-53.73187640199649,-1934.4398925781243,73.93379882812678,0.0,-1000.0,1000.0
2018-04-10,6968.31982421875,6817.58984375,6843.47021484375,6968.31982421875,4641889792.0,6968.31982421875,6934.9958984375,8768.31919921875,10210.550905713848,-1442.2317064950985,-56.60630958528964,-1833.3233007812496,101.11659179687467,0.0,-0.0,1000.0
2018-04-11,7899.22998046875,6806.509765625,6955.3798828125,7889.25,8906250240.0,7889.25,7015.54091796875,8712.29619140625,10188.014003716626,-1475.717812310375,-33.48610581527646,-1696.7552734375004,136.56802734374924,0.0,-0.0,1000.0
2018-04-12,8183.9599609375,7758.93017578125,7901.08984375,7895.9599609375,7764460032.0,7895.9599609375,7059.525927734375,8670.115390625,10165.975022536059,-1495.8596319110584,-20.141819600683448,-1610.5894628906253,86.16581054687504,0.0,-0.0,1000.0
2018-04-13,8140.7099609375,7846.0,7874.669921875,7986.240234375,5191430144.0,7986.240234375,7172.765966796875,8623.818203125,10145.21564360119,-1521.3974404761902,-25.537808565131854,-1451.0522363281252,159.5372265625001,0.0,-0.0,1000.0
2018-04-14,8338.419921875,7999.330078125,7999.330078125,8329.1103515625,5244480000.0,8329.1103515625,7324.52998046875,8594.13900390625,10128.082574808373,-1533.9435709021236,-12.54613042593337,-1269.6090234374997,181.44321289062555,0.0,-0.0,1000.0
2018-04-15,8371.150390625,7925.72998046875,8337.5703125,8058.669921875,5631309824.0,8058.669921875,7466.764990234375,8562.01779296875,10108.74226964077,-1546.7244766720196,-12.78090576989598,-1095.252802734376,174.35622070312365,0.0,-0.0,1000.0
2018-04-16,8285.9599609375,7881.72021484375,8071.66015625,7902.08984375,6900879872.0,7902.08984375,7565.864990234375,8512.7255859375,10088.310302734375,-1575.584716796875,-28.86024012485541,-946.860595703125,148.39220703125102,0.0,-0.0,1000.0
2018-04-17,8197.7998046875,7886.009765625,7944.43017578125,8163.419921875,6529909760.0,8163.419921875,7679.85498046875,8461.4819921875,10070.65075795585,-1609.1687657683487,-33.58404897147375,-781.6270117187505,165.2335839843745,0.0,-0.0,1000.0
2018-04-18,8298.6904296875,8138.77978515625,8159.27001953125,8294.3095703125,7063209984.0,8294.3095703125,7832.212939453125,8419.41017578125,10054.502201704545,-1635.0920259232953,-25.923260154946547,-587.1972363281247,194.42977539062576,0.0,-0.0,1000.0
2018-04-19,8880.23046875,8244.5400390625,8286.8798828125,8845.830078125,8438110208.0,8845.830078125,8033.319970703125,8377.30677734375,10043.613263654279,-1666.3064863105283,-31.214460387232975,-343.9868066406252,243.21042968749953,0.0,-0.0,1000.0
2018-04-20,8997.5703125,8652.150390625,8848.7900390625,8895.580078125,7548550144.0,8895.580078125,8226.04599609375,8333.49037109375,10033.362967354911,-1699.8725962611607,-33.56610995063238,-107.44437500000095,236.54243164062427,0.0,-0.0,1000.0
2018-04-21,9001.6396484375,8779.6103515625,8925.0595703125,8802.4599609375,6629899776.0,8802.4599609375,8317.3669921875,8279.74556640625,10022.470020395465,-1742.7244539892145,-42.8518577280538,37.621425781249854,145.0658007812508,0.0,-0.0,1000.0
2018-04-22,8958.5498046875,8788.8095703125,8794.3896484375,8930.8798828125,6925190144.0,8930.8798828125,8420.858984375,8228.111171875,10012.894668311403,-1784.7834964364029,-42.0590424471884,192.74781249999978,155.12638671874993,0.0,-0.0,1000.0
2018-04-23,9732.6103515625,8927.830078125,8934.33984375,9697.5,10678800384.0,9697.5,8591.9849609375,8190.59517578125,10010.15210597826,-1819.5569301970108,-34.773433760607986,401.3897851562497,208.6419726562499,0.0,-0.0,1000.0
